Row_Index,Column,Original_Value,New_Value
297,Enacted_Date,22/03/1994,1994-03-22
297,Effective_Date,01/01/1995,1995-01-01
298,Enacted_Date,02/03/2006,2006-03-02
298,Effective_Date,02/03/2007,2007-03-02
299,Enacted_Date,31/01/2006,2006-01-31
299,Effective_Date,04/04/2006,2006-04-04
300,Enacted_Date,02/03/2006,2006-03-02
300,Effective_Date,02/03/2007,2007-03-02
301,Enacted_Date,02/03/2006,2006-03-02
301,Effective_Date,02/03/2007,2007-03-02
302,Enacted_Date,02/03/2006,2006-03-02
302,Effective_Date,02/03/2007,2007-03-02
303,Enacted_Date,02/03/2006,2006-03-02
303,Effective_Date,02/03/2007,2007-03-02
304,Enacted_Date,15/06/1993,1993-06-15
304,Effective_Date,01/01/1994,1994-01-01
305,Enacted_Date,09/03/2009,2009-03-09
305,Effective_Date,01/12/2009,2009-12-01
306,Enacted_Date,02/03/2006,2006-03-02
306,Effective_Date,02/03/2007,2007-03-02
307,Enacted_Date,03/08/1993,1993-08-03
307,Effective_Date,30/01/1994,1994-01-30
308,Enacted_Date,03/08/1993,1993-08-03
308,Effective_Date,30/01/1994,1994-01-30
309,Enacted_Date,18/04/2005,2005-04-18
309,Effective_Date,01/10/2009,2009-10-01
310,Enacted_Date,03/08/1993,1993-08-03
310,Effective_Date,30/01/1994,1994-01-30
311,Enacted_Date,03/08/1993,1993-08-03
311,Effective_Date,30/01/1994,1994-01-30
312,Enacted_Date,02/03/2006,2006-03-02
312,Effective_Date,02/03/2007,2007-03-02
313,Enacted_Date,03/08/1993,1993-08-03
313,Effective_Date,30/01/1994,1994-01-30
314,Enacted_Date,09/05/2005,2005-05-09
314,Effective_Date,01/07/2005,2005-07-01
315,Enacted_Date,17/05/2007,2007-05-17
315,Effective_Date,01/02/2008,2008-02-01
316,Enacted_Date,02/03/2006,2006-03-02
316,Effective_Date,02/03/2007,2007-03-02
317,Enacted_Date,02/03/2006,2006-03-02
317,Effective_Date,02/03/2007,2007-03-02
318,Enacted_Date,19/03/2012,2012-03-19
318,Effective_Date,01/07/2012,2012-07-01
319,Enacted_Date,04/05/2016,2016-05-04
319,Effective_Date,09/06/2016,2016-06-09
320,Enacted_Date,03/08/1993,1993-08-03
320,Effective_Date,30/01/1994,1994-01-30
321,Enacted_Date,14/05/2007,2007-05-14
321,Effective_Date,01/10/2007,2007-10-01
322,Enacted_Date,04/05/2016,2016-05-04
322,Effective_Date,09/06/2016,2016-06-09
323,Enacted_Date,02/03/2006,2006-03-02
323,Effective_Date,02/03/2007,2007-03-02
324,Enacted_Date,02/03/2006,2006-03-02
324,Effective_Date,02/03/2007,2007-03-02
325,Enacted_Date,02/03/2006,2006-03-02
325,Effective_Date,02/03/2007,2007-03-02
326,Enacted_Date,02/03/2006,2006-03-02
326,Effective_Date,02/03/2007,2007-03-02
327,Enacted_Date,02/03/2006,2006-03-02
327,Effective_Date,02/03/2007,2007-03-02
328,Enacted_Date,03/08/1993,1993-08-03
328,Effective_Date,30/01/1994,1994-01-30
329,Enacted_Date,02/03/2006,2006-03-02
329,Effective_Date,02/03/2007,2007-03-02
330,Enacted_Date,02/03/2006,2006-03-02
330,Effective_Date,02/03/2007,2007-03-02
331,Enacted_Date,23/06/2003,2003-06-23
331,Effective_Date,01/07/2003,2003-07-01
332,Enacted_Date,18/12/2009,2009-12-18
332,Effective_Date,01/05/2010,2010-05-01
333,Enacted_Date,23/05/2003,2003-05-23
333,Effective_Date,01/10/2003,2003-10-01
334,Enacted_Date,02/03/2006,2006-03-02
334,Effective_Date,02/03/2007,2007-03-02
335,Enacted_Date,03/08/1993,1993-08-03
335,Effective_Date,30/01/1994,1994-01-30
336,Enacted_Date,02/03/2006,2006-03-02
336,Effective_Date,02/03/2007,2007-03-02
337,Enacted_Date,21/04/2009,2009-04-21
337,Effective_Date,26/07/2009,2009-07-26
338,Enacted_Date,02/03/2006,2006-03-02
338,Effective_Date,02/03/2007,2007-03-02
339,Enacted_Date,12/03/2010,2010-03-12
339,Effective_Date,01/07/2010,2010-07-01
340,Enacted_Date,02/03/2006,2006-03-02
340,Effective_Date,02/03/2007,2007-03-02
341,Enacted_Date,03/08/1993,1993-08-03
341,Effective_Date,30/01/1994,1994-01-30
342,Enacted_Date,03/08/1993,1993-08-03
342,Effective_Date,30/01/1994,1994-01-30
343,Enacted_Date,02/03/2006,2006-03-02
343,Effective_Date,02/03/2007,2007-03-02
344,Enacted_Date,02/03/2006,2006-03-02
344,Effective_Date,02/03/2007,2007-03-02
345,Enacted_Date,03/08/1993,1993-08-03
345,Effective_Date,30/01/1994,1994-01-30
346,Enacted_Date,03/08/1993,1993-08-03
346,Effective_Date,30/01/1994,1994-01-30
347,Enacted_Date,02/03/2006,2006-03-02
347,Effective_Date,02/03/2007,2007-03-02
348,Enacted_Date,03/08/1993,1993-08-03
348,Effective_Date,30/01/1994,1994-01-30
349,Enacted_Date,19/03/2012,2012-03-19
349,Effective_Date,01/07/2012,2012-07-01
350,Enacted_Date,23/07/2007,2007-07-23
350,Effective_Date,01/01/2008,2008-01-01
351,Enacted_Date,02/03/2006,2006-03-02
351,Effective_Date,02/03/2007,2007-03-02
352,Enacted_Date,02/03/2006,2006-03-02
352,Effective_Date,02/03/2007,2007-03-02
353,Enacted_Date,22/06/2021,2021-06-22
353,Effective_Date,01/10/2021,2021-10-01
354,Enacted_Date,02/04/2004,2004-04-02
354,Effective_Date,01/07/2004,2004-07-01
355,Enacted_Date,02/03/2006,2006-03-02
355,Effective_Date,02/03/2007,2007-03-02
356,Enacted_Date,02/03/2006,2006-03-02
356,Effective_Date,02/03/2007,2007-03-02
357,Enacted_Date,02/03/2006,2006-03-02
357,Effective_Date,02/03/2007,2007-03-02
358,Enacted_Date,02/03/2006,2006-03-02
358,Effective_Date,02/03/2007,2007-03-02
359,Enacted_Date,02/03/2006,2006-03-02
359,Effective_Date,02/03/2007,2007-03-02
360,Enacted_Date,02/03/2006,2006-03-02
360,Effective_Date,02/03/2007,2007-03-02
361,Enacted_Date,10/05/2010,2010-05-10
361,Effective_Date,10/05/2010,2010-05-10
362,Enacted_Date,02/03/2006,2006-03-02
362,Effective_Date,02/03/2007,2007-03-02
363,Enacted_Date,02/03/2006,2006-03-02
363,Effective_Date,02/03/2007,2007-03-02
364,Enacted_Date,10/05/2010,2010-05-10
364,Effective_Date,10/05/2010,2010-05-10
365,Enacted_Date,02/03/2006,2006-03-02
365,Effective_Date,02/03/2007,2007-03-02
366,Enacted_Date,02/03/2006,2006-03-02
366,Effective_Date,02/03/2007,2007-03-02
367,Enacted_Date,09/05/2005,2005-05-09
367,Effective_Date,01/07/2005,2005-07-01
368,Enacted_Date,23/07/2007,2007-07-23
368,Effective_Date,01/01/2008,2008-01-01
369,Enacted_Date,22/03/1994,1994-03-22
369,Effective_Date,01/01/1995,1995-01-01
370,Enacted_Date,02/03/2006,2006-03-02
370,Effective_Date,02/03/2007,2007-03-02
371,Enacted_Date,03/08/1993,1993-08-03
371,Effective_Date,30/01/1994,1994-01-30
372,Enacted_Date,02/03/2006,2006-03-02
372,Effective_Date,02/03/2007,2007-03-02
373,Enacted_Date,18/06/2004,2004-06-18
373,Effective_Date,05/07/2004,2004-07-05
374,Enacted_Date,07/04/2006,2006-04-07
374,Effective_Date,21/07/2006,2006-07-21
375,Enacted_Date,03/08/1993,1993-08-03
375,Effective_Date,30/01/1994,1994-01-30
376,Enacted_Date,02/03/2006,2006-03-02
376,Effective_Date,02/03/2007,2007-03-02
377,Enacted_Date,19/08/2011,2011-08-19
377,Effective_Date,15/02/2012,2012-02-15
378,Enacted_Date,03/08/1993,1993-08-03
378,Effective_Date,30/01/1994,1994-01-30
379,Enacted_Date,29/09/2009,2009-09-29
379,Effective_Date,29/09/2009,2009-09-29
380,Enacted_Date,13/06/2008,2008-06-13
380,Effective_Date,11/09/2008,2008-09-11
381,Enacted_Date,02/03/2006,2006-03-02
381,Effective_Date,02/03/2007,2007-03-02
382,Enacted_Date,07/11/2006,2006-11-07
382,Effective_Date,01/05/2007,2007-05-01
383,Enacted_Date,02/03/2006,2006-03-02
383,Effective_Date,02/03/2007,2007-03-02
384,Enacted_Date,31/01/2006,2006-01-31
384,Effective_Date,01/01/2007,2007-01-01
385,Enacted_Date,26/03/2003,2003-03-26
385,Effective_Date,01/02/2017,2017-02-01
386,Enacted_Date,03/08/1993,1993-08-03
386,Effective_Date,30/01/1994,1994-01-30
387,Enacted_Date,03/08/1993,1993-08-03
387,Effective_Date,30/01/1994,1994-01-30
388,Enacted_Date,21/10/2010,2010-10-21
388,Effective_Date,19/01/2011,2011-01-19
389,Enacted_Date,02/03/2006,2006-03-02
389,Effective_Date,02/03/2007,2007-03-02
390,Enacted_Date,02/03/2006,2006-03-02
390,Effective_Date,02/03/2007,2007-03-02
391,Enacted_Date,19/08/2011,2011-08-19
391,Effective_Date,15/02/2012,2012-02-15
392,Enacted_Date,02/03/2006,2006-03-02
392,Effective_Date,02/03/2007,2007-03-02
393,Enacted_Date,02/03/2006,2006-03-02
393,Effective_Date,02/03/2007,2007-03-02
394,Enacted_Date,03/08/1993,1993-08-03
394,Effective_Date,30/01/1994,1994-01-30
395,Enacted_Date,23/07/2007,2007-07-23
395,Effective_Date,01/01/2008,2008-01-01
396,Enacted_Date,10/04/2006,2006-04-10
396,Effective_Date,21/07/2006,2006-07-21
397,Enacted_Date,03/06/1993,1993-06-03
397,Effective_Date,01/01/1995,1995-01-01
398,Enacted_Date,13/06/2008,2008-06-13
398,Effective_Date,11/09/2008,2008-09-11
399,Enacted_Date,03/08/1993,1993-08-03
399,Effective_Date,30/01/1994,1994-01-30
400,Enacted_Date,03/08/1993,1993-08-03
400,Effective_Date,30/01/1994,1994-01-30
401,Enacted_Date,09/03/2009,2009-03-09
401,Effective_Date,01/12/2009,2009-12-01
402,Enacted_Date,03/08/1993,1993-08-03
402,Effective_Date,30/01/1994,1994-01-30
403,Enacted_Date,03/08/1993,1993-08-03
403,Effective_Date,30/01/1994,1994-01-30
404,Enacted_Date,09/12/2005,2005-12-09
404,Effective_Date,08/05/2006,2006-05-08
405,Enacted_Date,03/08/1993,1993-08-03
405,Effective_Date,30/01/1994,1994-01-30
406,Enacted_Date,11/02/2005,2005-02-11
406,Effective_Date,01/10/2005,2005-10-01
407,Enacted_Date,16/05/2007,2007-05-16
407,Effective_Date,01/10/2007,2007-10-01
408,Enacted_Date,02/03/2006,2006-03-02
408,Effective_Date,02/03/2007,2007-03-02
409,Enacted_Date,02/03/2006,2006-03-02
409,Effective_Date,02/03/2007,2007-03-02
410,Enacted_Date,02/03/2006,2006-03-02
410,Effective_Date,02/03/2007,2007-03-02
411,Enacted_Date,19/06/1985,1985-06-19
411,Effective_Date,01/10/1985,1985-10-01
412,Enacted_Date,15/04/2008,2008-04-15
412,Effective_Date,01/07/2008,2008-07-01
413,Enacted_Date,22/06/2021,2021-06-22
413,Effective_Date,01/10/2021,2021-10-01
414,Enacted_Date,02/03/2006,2006-03-02
414,Effective_Date,02/03/2007,2007-03-02
415,Enacted_Date,02/03/2006,2006-03-02
415,Effective_Date,02/03/2007,2007-03-02
416,Enacted_Date,18/05/2009,2009-05-18
416,Effective_Date,05/07/2010,2010-07-05
417,Enacted_Date,02/03/2006,2006-03-02
417,Effective_Date,02/03/2007,2007-03-02
418,Enacted_Date,18/05/2009,2009-05-18
418,Effective_Date,05/07/2010,2010-07-05
419,Enacted_Date,02/03/2006,2006-03-02
419,Effective_Date,02/03/2007,2007-03-02
420,Enacted_Date,12/03/2010,2010-03-12
420,Effective_Date,01/07/2010,2010-07-01
421,Enacted_Date,23/06/2003,2003-06-23
421,Effective_Date,01/07/2003,2003-07-01
422,Enacted_Date,02/03/2006,2006-03-02
422,Effective_Date,02/03/2007,2007-03-02
423,Enacted_Date,27/04/1990,1990-04-27
423,Effective_Date,01/01/1991,1991-01-01
424,Enacted_Date,02/03/2006,2006-03-02
424,Effective_Date,02/03/2007,2007-03-02
425,Enacted_Date,02/03/2006,2006-03-02
425,Effective_Date,02/03/2007,2007-03-02
426,Enacted_Date,06/06/2003,2003-06-06
426,Effective_Date,01/11/2003,2003-11-01
427,Enacted_Date,02/03/2006,2006-03-02
427,Effective_Date,02/03/2007,2007-03-02
428,Enacted_Date,02/03/2006,2006-03-02
428,Effective_Date,02/03/2007,2007-03-02
429,Enacted_Date,03/08/1993,1993-08-03
429,Effective_Date,30/01/1994,1994-01-30
430,Enacted_Date,02/03/2006,2006-03-02
430,Effective_Date,02/03/2007,2007-03-02
431,Enacted_Date,02/03/2006,2006-03-02
431,Effective_Date,02/03/2007,2007-03-02
432,Enacted_Date,02/03/2006,2006-03-02
432,Effective_Date,02/03/2007,2007-03-02
433,Enacted_Date,03/08/1993,1993-08-03
433,Effective_Date,30/01/1994,1994-01-30
434,Enacted_Date,02/03/2006,2006-03-02
434,Effective_Date,02/03/2007,2007-03-02
435,Enacted_Date,02/03/2006,2006-03-02
435,Effective_Date,02/03/2007,2007-03-02
436,Enacted_Date,02/03/2006,2006-03-02
436,Effective_Date,02/03/2007,2007-03-02
437,Enacted_Date,01/04/1994,1994-04-01
437,Effective_Date,01/07/1994,1994-07-01
438,Enacted_Date,02/03/2006,2006-03-02
438,Effective_Date,02/03/2007,2007-03-02
439,Enacted_Date,02/03/2006,2006-03-02
439,Effective_Date,02/03/2007,2007-03-02
440,Enacted_Date,03/08/1993,1993-08-03
440,Effective_Date,30/01/1994,1994-01-30
441,Enacted_Date,18/04/2005,2005-04-18
441,Effective_Date,01/10/2005,2005-10-01
442,Enacted_Date,22/03/1994,1994-03-22
442,Effective_Date,01/01/1995,1995-01-01
443,Enacted_Date,19/06/2003,2003-06-19
443,Effective_Date,01/09/2003,2003-09-01
444,Enacted_Date,03/08/1993,1993-08-03
444,Effective_Date,30/01/1994,1994-01-30
445,Enacted_Date,29/09/2009,2009-09-29
445,Effective_Date,29/09/2009,2009-09-29
446,Enacted_Date,09/06/2009,2009-06-09
446,Effective_Date,05/07/2010,2010-07-05
447,Enacted_Date,17/05/2007,2007-05-17
447,Effective_Date,01/10/2007,2007-10-01
448,Enacted_Date,26/06/2007,2007-06-26
448,Effective_Date,01/01/2009,2009-01-01
449,Enacted_Date,19/08/2011,2011-08-19
449,Effective_Date,15/02/2012,2012-02-15
450,Enacted_Date,02/03/2006,2006-03-02
450,Effective_Date,02/03/2007,2007-03-02
451,Enacted_Date,21/10/2010,2010-10-21
451,Effective_Date,19/01/2011,2011-01-19
452,Enacted_Date,02/03/2006,2006-03-02
452,Effective_Date,02/03/2007,2007-03-02
453,Enacted_Date,03/08/1993,1993-08-03
453,Effective_Date,30/01/1994,1994-01-30
454,Enacted_Date,02/03/2006,2006-03-02
454,Effective_Date,02/03/2007,2007-03-02
455,Enacted_Date,19/08/2011,2011-08-19
455,Effective_Date,15/02/2012,2012-02-15
456,Enacted_Date,03/08/1993,1993-08-03
456,Effective_Date,30/01/1994,1994-01-30
457,Enacted_Date,03/08/1993,1993-08-03
457,Effective_Date,30/01/1994,1994-01-30
458,Enacted_Date,02/03/2006,2006-03-02
458,Effective_Date,02/03/2007,2007-03-02
459,Enacted_Date,03/08/1993,1993-08-03
459,Effective_Date,30/01/1994,1994-01-30
460,Enacted_Date,01/07/2011,2011-07-01
460,Effective_Date,01/07/2011,2011-07-01
461,Enacted_Date,04/05/2016,2016-05-04
461,Effective_Date,09/06/2016,2016-06-09
462,Enacted_Date,03/08/1993,1993-08-03
462,Effective_Date,30/01/1994,1994-01-30
463,Enacted_Date,02/03/2006,2006-03-02
463,Effective_Date,02/03/2007,2007-03-02
464,Enacted_Date,02/03/2006,2006-03-02
464,Effective_Date,02/03/2007,2007-03-02
465,Enacted_Date,02/03/2006,2006-03-02
465,Effective_Date,02/03/2007,2007-03-02
466,Enacted_Date,02/03/2006,2006-03-02
466,Effective_Date,02/03/2007,2007-03-02
467,Enacted_Date,09/03/2009,2009-03-09
467,Effective_Date,01/12/2009,2009-12-01
468,Enacted_Date,08/11/2005,2005-11-08
468,Effective_Date,08/12/2005,2005-12-08
469,Enacted_Date,02/03/2006,2006-03-02
469,Effective_Date,02/03/2007,2007-03-02
470,Enacted_Date,02/03/2006,2006-03-02
470,Effective_Date,02/03/2007,2007-03-02
471,Enacted_Date,03/08/1993,1993-08-03
471,Effective_Date,30/01/1994,1994-01-30
472,Enacted_Date,02/03/2006,2006-03-02
472,Effective_Date,02/03/2007,2007-03-02
473,Enacted_Date,03/08/1993,1993-08-03
473,Effective_Date,30/01/1994,1994-01-30
474,Enacted_Date,02/03/2006,2006-03-02
474,Effective_Date,02/03/2007,2007-03-02
475,Enacted_Date,02/03/2006,2006-03-02
475,Effective_Date,02/03/2007,2007-03-02
476,Enacted_Date,23/07/2007,2007-07-23
476,Effective_Date,01/01/2008,2008-01-01
477,Enacted_Date,02/03/2006,2006-03-02
477,Effective_Date,02/03/2007,2007-03-02
478,Enacted_Date,03/08/1993,1993-08-03
478,Effective_Date,30/01/1994,1994-01-30
479,Enacted_Date,03/08/1993,1993-08-03
479,Effective_Date,30/01/1994,1994-01-30
480,Enacted_Date,02/03/2006,2006-03-02
480,Effective_Date,02/03/2007,2007-03-02
481,Enacted_Date,02/03/2006,2006-03-02
481,Effective_Date,02/03/2007,2007-03-02
482,Enacted_Date,02/08/2012,2012-08-02
482,Effective_Date,31/12/2014,2014-12-31
483,Enacted_Date,02/03/2006,2006-03-02
483,Effective_Date,02/03/2007,2007-03-02
484,Enacted_Date,03/08/1993,1993-08-03
484,Effective_Date,30/01/1994,1994-01-30
485,Enacted_Date,02/03/2006,2006-03-02
485,Effective_Date,02/03/2007,2007-03-02
486,Enacted_Date,02/03/2006,2006-03-02
486,Effective_Date,02/03/2007,2007-03-02
487,Enacted_Date,09/05/2009,2009-05-09
487,Effective_Date,01/07/2009,2009-07-01
488,Enacted_Date,17/05/2007,2007-05-17
488,Effective_Date,01/02/2008,2008-02-01
489,Enacted_Date,21/07/1994,1994-07-21
489,Effective_Date,01/01/1995,1995-01-01
490,Enacted_Date,31/01/2006,2006-01-31
490,Effective_Date,04/04/2006,2006-04-04
491,Enacted_Date,03/08/1993,1993-08-03
491,Effective_Date,30/01/1994,1994-01-30
492,Enacted_Date,26/03/2003,2003-03-26
492,Effective_Date,24/07/2003,2003-07-24
493,Enacted_Date,02/03/2006,2006-03-02
493,Effective_Date,02/03/2007,2007-03-02
494,Enacted_Date,03/08/1993,1993-08-03
494,Effective_Date,30/01/1994,1994-01-30
495,Enacted_Date,03/08/1993,1993-08-03
495,Effective_Date,30/01/1994,1994-01-30
496,Enacted_Date,02/03/2006,2006-03-02
496,Effective_Date,02/03/2007,2007-03-02
497,Enacted_Date,03/08/1993,1993-08-03
497,Effective_Date,30/01/1994,1994-01-30
498,Enacted_Date,03/08/1993,1993-08-03
498,Effective_Date,30/01/1994,1994-01-30
499,Enacted_Date,02/03/2006,2006-03-02
499,Effective_Date,02/03/2007,2007-03-02
500,Enacted_Date,21/10/2010,2010-10-21
500,Effective_Date,19/01/2011,2011-01-19
501,Enacted_Date,02/03/2006,2006-03-02
501,Effective_Date,02/03/2007,2007-03-02
502,Enacted_Date,02/03/2006,2006-03-02
502,Effective_Date,02/03/2007,2007-03-02
503,Enacted_Date,02/03/2006,2006-03-02
503,Effective_Date,02/03/2007,2007-03-02
504,Enacted_Date,03/08/1993,1993-08-03
504,Effective_Date,30/01/1994,1994-01-30
505,Enacted_Date,19/06/2003,2003-06-19
505,Effective_Date,01/09/2003,2003-09-01
506,Enacted_Date,03/08/1993,1993-08-03
506,Effective_Date,30/01/1994,1994-01-30
507,Enacted_Date,02/03/2006,2006-03-02
507,Effective_Date,02/03/2007,2007-03-02
508,Enacted_Date,02/03/2006,2006-03-02
508,Effective_Date,02/03/2007,2007-03-02
509,Enacted_Date,31/01/2006,2006-01-31
509,Effective_Date,01/01/2007,2007-01-01
510,Enacted_Date,02/03/2006,2006-03-02
510,Effective_Date,02/03/2007,2007-03-02
511,Enacted_Date,03/08/1993,1993-08-03
511,Effective_Date,30/01/1994,1994-01-30
512,Enacted_Date,18/12/2009,2009-12-18
512,Effective_Date,01/05/2010,2010-05-01
513,Enacted_Date,02/03/2006,2006-03-02
513,Effective_Date,02/03/2007,2007-03-02
514,Enacted_Date,31/05/2002,2002-05-31
514,Effective_Date,01/12/2002,2002-12-01
515,Enacted_Date,02/03/2006,2006-03-02
515,Effective_Date,02/03/2007,2007-03-02
516,Enacted_Date,31/05/2002,2002-05-31
516,Effective_Date,07/12/2002,2002-12-07
517,Enacted_Date,02/03/2006,2006-03-02
517,Effective_Date,02/03/2007,2007-03-02
518,Enacted_Date,29/09/2009,2009-09-29
518,Effective_Date,29/09/2009,2009-09-29
519,Enacted_Date,02/03/2006,2006-03-02
519,Effective_Date,02/03/2007,2007-03-02
520,Enacted_Date,27/03/2006,2006-03-27
520,Effective_Date,01/07/2006,2006-07-01
521,Enacted_Date,02/03/2006,2006-03-02
521,Effective_Date,02/03/2007,2007-03-02
522,Enacted_Date,02/03/2006,2006-03-02
522,Effective_Date,02/03/2007,2007-03-02
523,Enacted_Date,02/03/2006,2006-03-02
523,Effective_Date,02/03/2007,2007-03-02
524,Enacted_Date,02/03/2006,2006-03-02
524,Effective_Date,02/03/2007,2007-03-02
525,Enacted_Date,02/03/2006,2006-03-02
525,Effective_Date,02/03/2007,2007-03-02
526,Enacted_Date,02/03/2006,2006-03-02
526,Effective_Date,02/03/2007,2007-03-02
527,Enacted_Date,02/03/2006,2006-03-02
527,Effective_Date,02/03/2007,2007-03-02
528,Enacted_Date,03/08/1993,1993-08-03
528,Effective_Date,30/01/1994,1994-01-30
529,Enacted_Date,03/08/1993,1993-08-03
529,Effective_Date,30/01/1994,1994-01-30
530,Enacted_Date,02/03/2006,2006-03-02
530,Effective_Date,02/03/2007,2007-03-02
531,Enacted_Date,09/05/2009,2009-05-09
531,Effective_Date,01/07/2009,2009-07-01
532,Enacted_Date,02/03/2006,2006-03-02
532,Effective_Date,02/03/2007,2007-03-02
533,Enacted_Date,03/08/1993,1993-08-03
533,Effective_Date,30/01/1994,1994-01-30
534,Enacted_Date,02/03/2006,2006-03-02
534,Effective_Date,02/03/2007,2007-03-02
535,Enacted_Date,31/05/2002,2002-05-31
535,Effective_Date,01/12/2002,2002-12-01
536,Enacted_Date,03/08/1993,1993-08-03
536,Effective_Date,30/01/1994,1994-01-30
537,Enacted_Date,10/05/2010,2010-05-10
537,Effective_Date,10/05/2010,2010-05-10
538,Enacted_Date,02/03/2006,2006-03-02
538,Effective_Date,02/03/2007,2007-03-02
539,Enacted_Date,27/04/1990,1990-04-27
539,Effective_Date,01/01/1991,1991-01-01
540,Enacted_Date,02/03/2006,2006-03-02
540,Effective_Date,02/03/2007,2007-03-02
541,Enacted_Date,19/03/2012,2012-03-19
541,Effective_Date,01/07/2012,2012-07-01
542,Enacted_Date,18/06/2004,2004-06-18
542,Effective_Date,05/07/2004,2004-07-05
543,Enacted_Date,15/04/2008,2008-04-15
543,Effective_Date,01/07/2008,2008-07-01
544,Enacted_Date,11/06/1992,1992-06-11
544,Effective_Date,13/08/1992,1992-08-13
545,Enacted_Date,09/05/2009,2009-05-09
545,Effective_Date,01/07/2009,2009-07-01
546,Enacted_Date,03/08/1993,1993-08-03
546,Effective_Date,30/01/1994,1994-01-30
547,Enacted_Date,02/03/2006,2006-03-02
547,Effective_Date,02/03/2007,2007-03-02
548,Enacted_Date,02/03/2006,2006-03-02
548,Effective_Date,02/03/2007,2007-03-02
549,Enacted_Date,02/03/2006,2006-03-02
549,Effective_Date,02/03/2007,2007-03-02
550,Enacted_Date,03/08/1993,1993-08-03
550,Effective_Date,30/01/1994,1994-01-30
551,Enacted_Date,30/06/2006,2006-06-30
551,Effective_Date,01/01/2007,2007-01-01
552,Enacted_Date,02/03/2006,2006-03-02
552,Effective_Date,02/03/2007,2007-03-02
553,Enacted_Date,21/06/2007,2007-06-21
553,Effective_Date,01/07/2007,2007-07-01
554,Enacted_Date,02/03/2006,2006-03-02
554,Effective_Date,02/03/2007,2007-03-02
555,Enacted_Date,16/05/2007,2007-05-16
555,Effective_Date,01/10/2007,2007-10-01
556,Enacted_Date,13/06/2008,2008-06-13
556,Effective_Date,11/09/2008,2008-09-11
557,Enacted_Date,02/03/2006,2006-03-02
557,Effective_Date,02/03/2007,2007-03-02
558,Enacted_Date,02/03/2006,2006-03-02
558,Effective_Date,02/03/2007,2007-03-02
559,Enacted_Date,30/06/2006,2006-06-30
559,Effective_Date,01/01/2007,2007-01-01
560,Enacted_Date,03/08/1993,1993-08-03
560,Effective_Date,30/01/1994,1994-01-30
561,Enacted_Date,02/03/2006,2006-03-02
561,Effective_Date,02/03/2007,2007-03-02
562,Enacted_Date,03/08/1993,1993-08-03
562,Effective_Date,30/01/1994,1994-01-30
563,Enacted_Date,02/03/2006,2006-03-02
563,Effective_Date,02/03/2007,2007-03-02
564,Enacted_Date,29/06/2004,2004-06-29
564,Effective_Date,01/03/2005,2005-03-01
